id,transcript,emo,v,a,d,n
MSP-IMPROV-S11A-F02-S-MF02,Sorry..,S,2.571429,4.0,2.857143,4.285714
MSP-IMPROV-S11A-F04-P-FM01,as a tin.,N,3.0,4.333333,2.5,4.166667
MSP-IMPROV-S11A-F04-P-FM02,fish i get the ole intent.,N,3.2,4.4,2.6,5.0
MSP-IMPROV-S11A-F04-P-FM03,Thanks..,H,4.0,3.6,3.4,4.6
MSP-IMPROV-S11A-F04-P-FM04,It is raining outside..,H,4.2,3.0,4.0,4.6
MSP-IMPROV-S11A-F04-S-FM01,You left the sunroof open it's raining outside..,A,2.2,3.4,3.0,3.0
MSP-IMPROV-S11A-F04-S-FM02,You left the sunroof open..,N,2.4,4.0,3.2,4.4
MSP-IMPROV-S11A-F04-S-MF01,I think I left the sunroof open and start out there..,N,2.4,4.4,3.4,3.0
MSP-IMPROV-S11A-F05-P-FM01,OK..,H,4.857143,3.428571,4.0,4.428571
MSP-IMPROV-S11A-F05-P-FM02,Outside..,H,3.6,3.4,2.8,2.8
MSP-IMPROV-S11A-F05-P-FM03,"OK, OK..",H,3.714286,3.714286,2.285714,3.571429
MSP-IMPROV-S11A-F05-S-FM01,"Hey, did you hear that?.",O,3.0,2.6,3.4,2.4
MSP-IMPROV-S11A-F05-S-FM02,It sounds like Thunder..,N,2.285714,2.428571,3.428571,3.428571
MSP-IMPROV-S11A-F05-S-FM03,Did you leave my sunroof open?.,A,1.833333,2.833333,4.0,4.0
MSP-IMPROV-S11A-F05-S-FM04,"It's a horse one, it's raining and 2 people might steal a car were you thinking..",A,2.0,2.4,3.6,1.6
MSP-IMPROV-S11A-F05-S-FM05,"Well, it is raining outside..",A,1.857143,2.285714,3.285714,1.857143
MSP-IMPROV-S11A-F05-S-FM06,"Hey, did you leave the sunroof open?.",N,3.2,2.6,3.4,3.8
MSP-IMPROV-S11A-F05-S-FM07,It's a Porsche you have a really good care of my car..,X,2.777778,2.444444,3.444444,2.777778
MSP-IMPROV-S11A-F05-S-FM08,It is raining..,A,2.333333,1.833333,3.833333,2.666667
MSP-IMPROV-S11A-F05-S-FM09,"Hey, did you borrow my car to get here?.",N,3.4,3.0,3.4,3.8
MSP-IMPROV-S11A-F05-S-FM10,"Hey, did you leave my sunroof open?.",A,2.0,2.4,3.2,3.0
MSP-IMPROV-S11A-F05-S-FM11,"Well, it started raining..",A,2.0,2.285714,3.857143,3.571429
MSP-IMPROV-S11A-F05-S-MF01,"Yeah, I think So Hell You said eggs in the cart..",N,3.375,3.625,3.125,3.375
MSP-IMPROV-S11A-F05-S-MF02,"Oh yeah, yeah, yeah, I think it was my fault actually..",N,2.75,2.75,3.0,3.25
MSP-IMPROV-S11A-M02-P-FM01,Many we need..,N,2.8,4.2,2.6,4.6
MSP-IMPROV-S11A-M02-P-FM02,Now you re..,N,3.4,3.8,3.2,4.6
MSP-IMPROV-S11A-M02-P-FM03,"Oh yeah, just give it..",N,3.2,4.4,2.4,3.8
MSP-IMPROV-S11A-M02-P-FM04,oh how anything is the rain.,N,2.4,4.2,2.0,4.0
MSP-IMPROV-S11A-M02-P-FM05,I'm happy about your decision..,N,3.4,3.4,3.2,3.6
MSP-IMPROV-S11A-M02-S-FM01,"Oh, no, I can't..I think it's gonna rain..",N,2.8,3.4,2.6,2.6
MSP-IMPROV-S11A-M02-S-FM02,Sorry..,S,2.2,4.2,2.6,3.4
MSP-IMPROV-S11A-M02-S-MF01,"Well, Hey, there Sunday but did you put my sunroof?.",N,2.8,3.4,2.4,3.2
MSP-IMPROV-S11A-M02-S-MF02,"Well, that's not good now..",X,2.666667,4.0,3.5,3.666667
MSP-IMPROV-S11A-M04-P-FM01,OK..,N,3.0,4.6,2.0,4.0
MSP-IMPROV-S11A-M04-P-FM02,It's at 11:30 like 25..,N,2.8,4.6,2.6,4.0
MSP-IMPROV-S11A-M04-P-FM03,"OK, thank you..",N,3.0,4.2,2.4,4.4
MSP-IMPROV-S11A-M04-P-FM04,medora.,N,2.8,4.6,2.4,3.8
MSP-IMPROV-S11A-M04-P-MF01,OK..,N,3.666667,4.0,3.333333,4.0
MSP-IMPROV-S11A-M04-P-MF02,"Yeah, yeah, it's raining outside OK..",N,2.833333,3.833333,2.833333,3.666667
MSP-IMPROV-S11A-M04-S-FM01,"Listen, I know you just got a new car, but I think I might of left the sunroof open..",S,2.2,3.2,2.2,3.2
MSP-IMPROV-S11A-M04-S-FM02,then i know you love your car and it's brand new and you just got it but i might have left the sun reopen.,S,1.6,3.0,2.2,2.8
MSP-IMPROV-S11A-M04-S-MF01,"Him up the sunroof open on my car, the brand new car..",A,1.8,2.0,4.0,3.0
MSP-IMPROV-S11A-M05-P-FM01,Why is raining in?.,H,5.0,2.2,4.4,5.0
MSP-IMPROV-S11A-M05-P-FM02,i am.,H,4.2,3.8,3.0,3.6
MSP-IMPROV-S11A-M05-P-FM03,the.,H,3.4,3.4,2.8,4.2
MSP-IMPROV-S11A-M05-P-FM04,"No, we came together..",H,4.6,3.0,3.8,4.8
MSP-IMPROV-S11A-M05-P-MF01,OK..,N,3.0,4.833333,2.833333,3.5
MSP-IMPROV-S11A-M05-S-FM01,Pure white..,N,3.2,3.6,3.6,3.4
MSP-IMPROV-S11A-M05-S-FM02,Under weird..,N,2.857143,3.285714,3.0,4.428571
MSP-IMPROV-S11A-M05-S-FM03,oh yeah cause it was only hang the car slid aside i leave the sundrops so we go down.,N,3.142857,3.285714,2.857143,3.142857
MSP-IMPROV-S11A-M05-S-FM04,Feel like I have a sunroof..,X,2.4,3.0,3.4,3.4
MSP-IMPROV-S11A-M05-S-FM05,"Yeah, I think I did why..",N,3.2,4.0,3.2,4.4
MSP-IMPROV-S11A-M05-S-FM06,What was hot inside so I didn't leave it open to cool it off..,N,3.0,3.2,3.4,4.4
MSP-IMPROV-S11A-M05-S-FM07,"Yeah, I guess I did..",N,2.6,3.4,3.0,4.0
MSP-IMPROV-S11A-M05-S-FM08,Oh boy just had left it open so I could cool off..,N,3.2,2.8,3.4,4.0
MSP-IMPROV-S11A-M05-S-MF01,The farmer..,N,2.857143,3.571429,3.571429,4.285714
MSP-IMPROV-S11A-M05-S-MF02,"No, you don't throw eggs in the car. I think I left the sunroof open in my car..",X,3.8,3.0,2.8,4.4
MSP-IMPROV-S11H-F02-P-FM01,a man's a strange song yet.,X,3.8,3.2,3.0,2.4
MSP-IMPROV-S11H-F02-P-FM02,a.,N,3.25,3.875,2.875,4.0
MSP-IMPROV-S11H-F02-P-FM03,it is i can count it is that dean.,N,3.0,4.8,2.6,3.4
MSP-IMPROV-S11H-F02-P-FM04,a cousin of his.,N,2.4,4.0,2.2,3.4
MSP-IMPROV-S11H-F02-P-MF02,the.,N,3.2,4.6,2.8,4.4
MSP-IMPROV-S11H-F02-P-MF03,in the main mouthpiece being start.,N,3.166667,3.833333,3.166667,4.166667
MSP-IMPROV-S11H-F02-P-MF04,and as the season.,H,5.0,2.4,4.4,4.2
MSP-IMPROV-S11H-F02-P-MF05,Is that word?.,H,4.6,3.0,4.2,4.4
MSP-IMPROV-S11H-F02-P-MF06,i i have.,H,4.142857,3.285714,2.857143,4.285714
MSP-IMPROV-S11H-F02-P-MF07,a.,H,4.8,2.8,4.2,4.6
MSP-IMPROV-S11H-F02-S-FM01,i mean stroking everything and in the trees the flowers a kind of bumming me out.,S,1.6,4.6,2.6,2.8
MSP-IMPROV-S11H-F02-S-FM02,Did you hear that?.It's raining outside..,H,4.8,2.8,3.4,2.2
MSP-IMPROV-S11H-F02-S-FM03,"This drought trees and flowers and stuff, I've been really bummed out lately..",S,2.142857,4.0,3.0,3.285714
MSP-IMPROV-S11H-F02-S-FM04,Did you hear that Thunder?.,N,2.6,3.6,2.8,3.4
MSP-IMPROV-S11H-F02-S-MF01,Been pretty dry recently..,N,2.666667,4.5,3.0,3.833333
MSP-IMPROV-S11H-F02-S-MF02,Yeah..,N,3.0,3.8,2.8,4.0
MSP-IMPROV-S11H-F02-S-MF03,Great..,H,4.6,2.6,3.4,3.8
MSP-IMPROV-S11H-F02-S-MF04,"Yeah, it's been really dry lately..",N,2.6,4.0,3.0,3.6
MSP-IMPROV-S11H-F02-S-MF05,Great..,H,3.4,2.6,2.8,3.4
MSP-IMPROV-S11H-F04-P-FM01,a.,H,4.8,2.8,3.8,3.8
MSP-IMPROV-S11H-F04-P-MF01,tension.,H,3.6,4.4,3.2,4.2
MSP-IMPROV-S11H-F04-P-MF02,I think so. Yeah..,N,3.166667,4.166667,2.833333,4.333333
MSP-IMPROV-S11H-F04-S-FM01,Have you looked outside yet?.,H,4.8,2.6,3.6,4.4
MSP-IMPROV-S11H-F04-S-FM02,"Well, it is raining outside hasn't rained in forever..",H,4.4,2.4,4.2,3.2
MSP-IMPROV-S11H-F04-S-FM03,Have you checked outside yet?.,H,3.4,2.8,4.6,5.0
MSP-IMPROV-S11H-F04-S-FM04,You should go check outside..,H,4.0,2.6,4.6,4.4
MSP-IMPROV-S11H-F04-S-FM05,It hasn't rained in forever..,H,3.6,3.2,3.2,2.8
MSP-IMPROV-S11H-F04-S-MF01,you were really happy of nothing really interesting soon.,X,3.166667,4.0,4.0,4.333333
MSP-IMPROV-S11H-F04-S-MF02,"You seem way, too happy for nothing, going on..",H,3.6,4.2,3.0,4.2
MSP-IMPROV-S11H-F05-P-MF01,"Oh, I think..",H,4.142857,2.714286,3.571429,4.571429
MSP-IMPROV-S11H-F05-P-MF02,OK..,H,3.833333,3.666667,3.0,3.833333
MSP-IMPROV-S11H-F05-S-FM01,so i wore on my flowers in from the lack of rain.,N,2.6,3.0,3.0,3.0
MSP-IMPROV-S11H-F05-S-FM02,"Yeah, OK? How did the cloud?.",H,4.0,2.333333,4.0,3.0
MSP-IMPROV-S11H-F05-S-MF01,Alright..,N,3.166667,3.333333,3.0,3.833333
MSP-IMPROV-S11H-F05-S-MF02,mariana the boy about ran in that case.,H,4.75,1.875,4.125,2.875
MSP-IMPROV-S11H-F05-S-MF03,well i just wish the computer screen and pretended training.,N,3.2,2.8,2.8,3.6
MSP-IMPROV-S11H-M02-P-FM01,i think so ben tanlay.,X,2.4,3.4,3.2,3.4
MSP-IMPROV-S11H-M02-P-FM02,Happy days are here..,H,3.2,4.2,1.6,3.0
MSP-IMPROV-S11H-M02-P-FM03,"Yeah, that's awesome..",H,4.142857,3.428571,3.142857,3.142857
MSP-IMPROV-S11H-M02-P-MF01,I sure am happy that this is almost over..,H,3.2,4.6,2.0,3.2
MSP-IMPROV-S11H-M02-P-MF02,How's it going for decades?.,N,3.0,3.8,2.4,3.0
MSP-IMPROV-S11H-M02-P-MF03,Father's getting info..,N,3.833333,3.666667,2.666667,2.5
MSP-IMPROV-S11H-M02-P-MF04,Anyway..,H,3.8,3.6,3.0,4.4
MSP-IMPROV-S11H-M02-P-MF05,"Rain forever, getting really side to side..I'm getting fired by the way..The Queens knighting me it's really cool..I don't know it has rain but..",H,4.6,3.8,4.4,4.2
MSP-IMPROV-S11H-M02-P-MF06,Yeah..,H,4.5,2.625,3.5,3.875
MSP-IMPROV-S11H-M02-P-MF07,Look outside it is raining outside..,H,4.8,2.2,4.0,4.2
MSP-IMPROV-S11H-M02-P-MF08,No..,H,2.4,3.0,2.0,2.0
MSP-IMPROV-S11H-M02-S-FM01,"Hey it's true, it's been cloudy lately so maybe something will happen sooner or later..",S,2.285714,4.571429,2.571429,3.571429
MSP-IMPROV-S11H-M02-S-FM02,Oh man..,X,3.4,3.2,2.8,2.6
MSP-IMPROV-S11H-M02-S-FM03,"Yeah, I know she mean really dry. I really enjoyed it. Maybe it'll rain sooner later..",X,2.571429,3.428571,2.714286,3.142857
MSP-IMPROV-S11H-M02-S-FM04,OK..,N,3.2,2.8,2.6,3.4
MSP-IMPROV-S11H-M02-S-MF01,How man I'm getting tired of this drought?.Really makes me sad..,S,2.2,3.4,2.6,3.2
MSP-IMPROV-S11H-M02-S-MF02,I hate you hear that..,N,3.0,2.8,2.8,3.6
MSP-IMPROV-S11H-M02-S-MF03,Outside..Is raining outside?.,O,4.0,3.0,3.0,1.714286
MSP-IMPROV-S11H-M02-S-MF04,How did Bing drilos I'm just rain?.,S,2.4,3.4,1.8,3.0
MSP-IMPROV-S11H-M02-S-MF05,"Oh, OK, I hear something outside..",N,2.8,3.4,2.2,3.2
MSP-IMPROV-S11H-M04-P-FM01,OK..I can hear that doesn't like I know something's wrong..I'm.,H,3.8,3.6,2.8,4.6
MSP-IMPROV-S11H-M04-P-MF01,I don't know how..,N,2.8,4.0,2.6,4.0
MSP-IMPROV-S11H-M04-P-MF02,Will you know about the drop the?.,N,2.6,2.8,3.2,3.8
MSP-IMPROV-S11H-M04-S-FM01,Why do you look so happy?.,N,3.285714,3.0,3.714286,3.571429
MSP-IMPROV-S11H-M04-S-FM02,No..,N,2.6,2.8,3.8,4.2
MSP-IMPROV-S11H-M04-S-FM03,"Hey been down all day why you so happy, all the sudden..",N,2.8,3.2,3.4,4.0
MSP-IMPROV-S11H-M04-S-FM04,"No, I haven't..",A,2.2,2.6,3.2,3.6
MSP-IMPROV-S11H-M04-S-FM05,That's great..,H,3.0,3.6,3.2,2.8
MSP-IMPROV-S11H-M04-S-MF01,Will you heard about the drought haven't you?.,N,3.0,2.8,3.8,4.0
MSP-IMPROV-S11H-M05-P-MF01,in various.,O,3.0,3.5,2.75,3.625
MSP-IMPROV-S11H-M05-P-MF02,Will you be sad and happy?.,H,4.8,1.8,4.6,4.8
MSP-IMPROV-S11H-M05-P-MF03,The drops..,H,4.6,2.2,4.0,4.8
MSP-IMPROV-S11H-M05-P-MF04,Little house on the Prairie..,H,4.6,2.0,4.2,4.4
MSP-IMPROV-S11H-M05-S-FM01,The drive been awful..,S,2.6,3.6,3.8,4.0
MSP-IMPROV-S11H-M05-S-FM02,The way..,H,4.0,3.0,3.6,4.4
MSP-IMPROV-S11H-M05-S-MF01,All the crops are dying so because the job still going on..,S,1.8,3.8,3.6,4.6
MSP-IMPROV-S11H-M05-S-MF02,Summers been really hard and we might all die..,S,1.6,3.2,4.2,4.2
MSP-IMPROV-S11H-M05-S-MF03,"Cool. I wish we had rain, the drive is going off with crops are dying so..",S,1.833333,3.833333,2.5,3.333333
MSP-IMPROV-S11H-M05-S-MF04,"Oh, what's right for real?.The cloud..",H,4.2,2.0,4.2,2.0
MSP-IMPROV-S11N-F02-P-FM01,You like a bit awkward like bombshell dropped on you..,H,3.8,2.2,3.4,4.4
MSP-IMPROV-S11N-F02-P-FM02,a.,N,2.666667,4.333333,2.166667,3.5
MSP-IMPROV-S11N-F02-P-FM03,I try to be looking out my window and looking at the weather on my phone..,N,2.8,3.6,2.4,4.0
MSP-IMPROV-S11N-F02-P-FM04,writing said to.,X,3.285714,3.857143,2.714286,3.571429
MSP-IMPROV-S11N-F02-P-FM05,OK..,H,3.0,4.4,2.8,4.2
MSP-IMPROV-S11N-F02-S-FM01,Oh..,S,3.4,3.2,3.4,3.6
MSP-IMPROV-S11N-F02-S-FM02,well i think in number.,N,3.0,3.8,3.0,4.0
MSP-IMPROV-S11N-F02-S-MF01,"OK, I'm going out later what's the weather like outside..",N,2.875,4.25,2.75,2.5
MSP-IMPROV-S11N-F02-S-MF02,Sounds like a plan..,N,2.6,3.6,3.6,4.2
MSP-IMPROV-S11N-F04-S-FM01,"Oh, um..",X,2.666667,4.5,2.166667,3.666667
MSP-IMPROV-S11N-F04-S-FM02,Tell Irene I'm Bella something..,N,3.0,4.0,3.666667,4.666667
MSP-IMPROV-S11N-F04-S-MF01,"Hey, you want to class alright haven't been out all day, but I heard it might be raining do you know?.",N,2.666667,3.833333,3.833333,3.666667
MSP-IMPROV-S11N-F04-S-MF02,It is raining outside..,N,2.833333,4.333333,3.0,4.0
MSP-IMPROV-S11N-F05-P-FM01,he is so i don't understand it father i round a youth he .,H,4.8,1.8,4.2,5.0
MSP-IMPROV-S11N-F05-S-FM01,That sounds cool block of carrots eating rabbit..,N,3.6,3.8,3.2,2.4
MSP-IMPROV-S11N-F05-S-FM02,Hey don't have classes..,N,3.0,3.333333,3.333333,4.0
MSP-IMPROV-S11N-F05-S-MF01,"Ha well, I'm going to physics now to disprove you but whatever how's the weather?.",X,2.6,3.8,2.6,2.4
MSP-IMPROV-S11N-M02-P-FM01,We just talking about sports I don't know how..You can't do that to me like that..,H,4.2,3.2,3.6,4.6
MSP-IMPROV-S11N-M02-P-FM02,"Hey this is like everyday..Like Hey guys, I don't know..",H,4.2,3.6,3.4,4.2
MSP-IMPROV-S11N-M02-P-FM03,Like do I really need to wear jacket?.I wear pants..,H,4.0,3.714286,3.142857,4.0
MSP-IMPROV-S11N-M02-P-FM04,i no right.,H,4.5,4.333333,3.333333,4.666667
MSP-IMPROV-S11N-M02-S-FM01,Hey at.,N,3.0,3.833333,2.666667,2.333333
MSP-IMPROV-S11N-M02-S-FM02,make.,N,3.4,3.8,3.0,4.6
MSP-IMPROV-S11N-M02-S-MF01,"No, I it's not too bad but it..",N,2.833333,4.166667,2.666667,3.0
MSP-IMPROV-S11N-M04-S-FM01,"Hey, I need to go to class and I need to know what clothes to wear what's the weather like outside?.",N,3.4,4.2,2.2,2.6
MSP-IMPROV-S11N-M04-S-MF01,Sorry I walked outside earlier..,N,3.166667,3.5,3.666667,4.0
MSP-IMPROV-S11N-M05-P-FM01,on the rare.,H,4.833333,1.5,4.5,4.833333
MSP-IMPROV-S11N-M05-P-FM02,Kurds know..,H,4.333333,3.166667,3.5,4.333333
MSP-IMPROV-S11N-M05-S-FM01,"Yeah, I'm outside the FedEx how's the weather outside?.",N,3.0,4.2,3.2,3.4
MSP-IMPROV-S11N-M05-S-MF01,That's why magic is real..,N,3.6,4.0,3.2,3.0
MSP-IMPROV-S11S-F02-P-FM01,at this.,H,3.8,4.4,3.4,3.6
MSP-IMPROV-S11S-F02-P-FM02,if he set think amasondo a.,N,2.25,3.375,2.333333,4.125
MSP-IMPROV-S11S-F02-P-MF01,is.,N,2.8,4.6,2.4,4.0
MSP-IMPROV-S11S-F02-S-FM01,OK..,N,2.6,4.4,2.0,4.0
MSP-IMPROV-S11S-F02-S-FM02,Umbrella or something..,N,2.8,4.8,2.2,4.2
MSP-IMPROV-S11S-F02-S-MF01,"Hey, I think I think I'm gonna stay a little longer say goodbye..",S,2.0,4.4,1.6,3.2
MSP-IMPROV-S11S-F02-S-MF02,then.,N,2.4,4.2,2.2,4.0
MSP-IMPROV-S11S-F04-S-FM01,"Yeah, that's no problem..",S,2.0,4.2,1.6,4.2
MSP-IMPROV-S11S-F04-S-FM02,but we get in a roller something.,X,2.166667,4.333333,3.166667,4.0
MSP-IMPROV-S11S-F04-S-MF01,"Hey, I know it's now been here for awhile but..Little bit longer..",S,2.0,4.4,1.6,2.0
MSP-IMPROV-S11S-F05-P-FM01,the aerodrome the door full of the insane of obeisance.,H,5.0,1.571429,4.714286,5.0
MSP-IMPROV-S11S-F05-P-MF01,What is.,H,5.0,2.2,3.4,3.2
MSP-IMPROV-S11S-F05-P-MF02,i.,H,4.8,2.0,3.6,3.8
MSP-IMPROV-S11S-F05-P-MF03,he.,H,4.4,3.8,2.8,3.0
MSP-IMPROV-S11S-F05-S-FM01,"I'm sorry, but he died..",S,1.8,3.6,3.2,3.6
MSP-IMPROV-S11S-F05-S-FM02,I'm really sorry that he die..,S,1.833333,4.5,2.166667,3.0
MSP-IMPROV-S11S-F05-S-FM03,"Well, do you wanna say little longer do you wanna go home?.",N,2.0,4.6,2.4,3.6
MSP-IMPROV-S11S-F05-S-FM04,So try not to get sick..,N,2.2,5.0,3.2,4.2
MSP-IMPROV-S11S-F05-S-MF01,I'm really going to miss him you know..,S,1.5,4.166667,3.166667,4.166667
MSP-IMPROV-S11S-F05-S-MF02,ah.,X,3.0,3.4,3.0,4.2
MSP-IMPROV-S11S-F05-S-MF03,"No, I just wanna stay a little longer if the last thing I have..",S,2.0,3.6,3.4,4.0
MSP-IMPROV-S11S-M02-P-FM01,"Coming home today..I was driving..Actually, very like irresponsible..I got missing everything not going home right away tiens..",H,3.6,3.8,3.0,4.0
MSP-IMPROV-S11S-M02-P-MF01,i.,N,2.2,3.6,1.6,4.0
MSP-IMPROV-S11S-M02-S-FM01,"Hey, I think they just a little bit longer..",S,2.2,4.0,2.8,3.4
MSP-IMPROV-S11S-M02-S-MF01,"OK..Take as long as you want, but you know..",S,2.428571,4.142857,2.571429,3.428571
MSP-IMPROV-S11S-M02-S-MF02,"So..Thanks, bro..",N,2.428571,3.571429,2.428571,2.857143
MSP-IMPROV-S11S-M04-P-MF01,her.,N,2.5,4.666667,2.166667,4.5
MSP-IMPROV-S11S-M04-S-FM01,Another funeral is almost over. But I want to stay just a little longer to pay my respects..,S,2.6,4.2,3.4,4.0
MSP-IMPROV-S11S-M04-S-MF01,"That's alright, but I want to warn you..",N,2.8,3.8,2.6,2.6
MSP-IMPROV-S11S-M05-P-FM01,at the.,H,4.666667,1.833333,4.333333,4.666667
MSP-IMPROV-S11S-M05-P-FM02,Bell pepper..The dogs been fed rate in 2000 and I know..,H,4.4,1.6,3.8,4.4
MSP-IMPROV-S11S-M05-S-FM01,"Yeah, I am to the right coz I won't..",S,2.2,3.2,3.0,2.8
MSP-IMPROV-S11S-M05-S-FM02,Giant 2 car accidents happen..,S,2.166667,3.833333,2.833333,4.0
MSP-IMPROV-S11S-M05-S-FM03,When he wants a little more..,S,2.2,4.2,1.8,4.2
MSP-IMPROV-S11S-M05-S-FM04,Yeah..,S,2.0,4.2,2.4,4.0
MSP-IMPROV-S11S-M05-S-MF01,Completely gone..,S,1.8,4.0,2.4,3.8
MSP-IMPROV-S11S-M05-S-MF02,Going..,S,2.4,4.4,2.8,4.2
MSP-IMPROV-S11S-M05-S-MF03,Alright but.,S,2.0,4.4,2.6,4.0
MSP-IMPROV-S11S-M05-S-MF04,So make sure you call me..,S,2.4,4.6,2.4,3.8
MSP-IMPROV-S12A-F02-P-FM01,It will switch back after..,N,3.0,5.0,3.0,4.6
MSP-IMPROV-S12A-F02-P-FM02,"OK, that's cool..",N,2.8,4.2,3.0,4.4
MSP-IMPROV-S12A-F02-P-FM03,Your dog bit me..,N,2.8,3.2,3.0,3.2
MSP-IMPROV-S12A-F02-S-FM01,Out your dog bit me..,A,2.0,2.833333,3.666667,3.666667
MSP-IMPROV-S12A-F02-S-MF01,Are you sure he's probably a little uncomfortable if you?.,N,2.6,4.4,2.6,4.0
MSP-IMPROV-S12A-F04-S-FM01,Your dog bit me..,A,2.2,2.8,3.4,2.8
MSP-IMPROV-S12A-F04-S-MF01,"Look, I'm really sorry about that I hope you don't mind..",S,2.0,3.166667,3.166667,3.166667
MSP-IMPROV-S12A-F05-S-FM01,I'm bleeding from your dumb dog..,A,2.166667,2.333333,4.0,3.5
MSP-IMPROV-S12A-F05-S-MF01,"I will stop it didn't mean it, she just that's how she says she likes you..",H,3.8,3.0,3.0,4.0
MSP-IMPROV-S12A-M02-P-FM01,a heathen.,X,3.666667,4.0,3.0,4.333333
MSP-IMPROV-S12A-M02-P-FM02,Sorry..Is nothing you?.,N,3.0,4.2,1.8,2.4
MSP-IMPROV-S12A-M02-P-FM03,at the towns in my place.,N,2.4,3.2,3.0,2.6
MSP-IMPROV-S12A-M02-P-FM04,during.,N,2.4,3.8,3.0,3.8
MSP-IMPROV-S12A-M02-S-FM01,"Oh, sorry, she's not familiar with you, it's not a big deal..",N,3.428571,3.428571,3.142857,3.714286
MSP-IMPROV-S12A-M02-S-MF01,Your dog just bit me..,A,2.4,2.8,2.4,1.8
MSP-IMPROV-S12A-M04-P-MF01,Talking isn't saying..,H,3.8,4.0,3.6,3.0
MSP-IMPROV-S12A-M04-S-FM01,"Listen, I'm really sorry my dog didn't mean to buy you. He's just knew he doesn't know what to do..",O,2.6,3.0,2.6,2.8
MSP-IMPROV-S12A-M04-S-MF01,Your dog just bit..,A,2.2,2.6,3.6,3.4
MSP-IMPROV-S12A-M05-P-MF01,he then.,N,3.8,4.4,2.6,4.4
MSP-IMPROV-S12A-M05-S-FM01,I'm so sorry for coffee with little Bobby Flay. Some kind of getting to know people..,N,3.0,3.0,4.0,4.2
MSP-IMPROV-S12A-M05-S-MF01,I know your dogs bit me..,A,1.8,2.0,4.2,2.6
MSP-IMPROV-S12A-M05-S-MF02,That's ridiculous..,A,1.75,2.625,3.875,3.625
MSP-IMPROV-S12H-F02-P-FM01,the curious indeed.,N,2.6,4.8,2.4,3.6
MSP-IMPROV-S12H-F02-P-MF01,We've been training lately look..,H,4.4,2.4,3.6,3.6
MSP-IMPROV-S12H-F02-S-FM01,Holy Moly..,N,3.2,3.2,3.0,2.0
MSP-IMPROV-S12H-F02-S-MF01,Hey have you seen my dogs tricks?.,H,3.6,3.0,3.6,4.0
MSP-IMPROV-S12H-F02-S-MF02,"Hey anything like dogs new tricks, I've been training a lot recently..",H,4.2,3.4,3.8,3.8
MSP-IMPROV-S12H-F02-S-MF03,OK let you control over and you flip..,H,4.2,3.0,3.2,4.0
MSP-IMPROV-S12H-F02-S-MF04,yes.,H,4.2,3.2,3.6,4.2
MSP-IMPROV-S12H-F04-P-FM01,My doctor..,H,4.833333,2.5,3.666667,4.333333
MSP-IMPROV-S12H-F04-P-MF01,I totally did not look at any..,H,3.0,3.4,2.6,3.4
MSP-IMPROV-S12H-F04-S-FM01,"Yeah, how is he?.",H,4.6,2.8,4.6,5.0
MSP-IMPROV-S12H-F04-S-FM02,That is so..,H,4.0,3.333333,4.333333,5.0
MSP-IMPROV-S12H-F04-S-FM03,Thank you should like enterrement have competitions or something..,X,3.8,3.8,2.4,3.0
MSP-IMPROV-S12H-F04-S-MF01,you have to see my new dog he so coolly i taught him to fetch and then he liked joms and like you helmdale sit any said and your silk all these really cool things.,H,4.4,4.2,3.0,3.2
MSP-IMPROV-S12H-F05-P-MF01,Yeah..Second..,H,5.0,2.0,4.2,3.8
MSP-IMPROV-S12H-F05-P-MF02,i think.,H,4.8,2.2,4.6,4.8
MSP-IMPROV-S12H-F05-P-MF03,a super had hastened to eastern.,H,5.0,2.0,4.333333,5.0
MSP-IMPROV-S12H-F05-P-MF04,I did not get on the roof..,H,4.0,1.8,3.8,3.8
MSP-IMPROV-S12H-F05-S-FM01,Can you talk dirty tricks?.,H,4.4,2.4,3.4,2.6
MSP-IMPROV-S12H-F05-S-FM02,"Oh my God, you're not so cool..",H,4.166667,2.5,3.5,3.333333
MSP-IMPROV-S12H-F05-S-MF01,OK..,H,4.571429,1.428571,4.142857,2.142857
MSP-IMPROV-S12H-F05-S-MF02,In October because will danyers acid..,X,2.6,1.6,3.6,2.0
MSP-IMPROV-S12H-F05-S-MF03,I taught my dog how to get on the roof..,H,4.2,1.4,3.4,2.6
MSP-IMPROV-S12H-F05-S-MF04,"Yeah, I told how to do a back flip..",H,4.0,2.2,4.0,4.2
MSP-IMPROV-S12H-M02-P-FM01,Pourang..,X,3.5,3.5,2.333333,3.333333
MSP-IMPROV-S12H-M02-P-FM02,Hey watch my doctor..,H,4.0,3.6,3.4,3.8
MSP-IMPROV-S12H-M02-P-FM03,Holy Moly I'm here that long time..,H,4.833333,3.666667,3.333333,4.833333
MSP-IMPROV-S12H-M02-P-MF01,So cool..,H,4.2,2.0,3.4,2.2
MSP-IMPROV-S12H-M02-P-MF02,No show them to me..,H,3.8,2.6,4.0,2.8
MSP-IMPROV-S12H-M02-P-MF03,a.,H,5.0,2.4,3.4,3.8
MSP-IMPROV-S12H-M02-P-MF04,No..But let me see them..You really bad acting pad..,H,4.2,2.2,3.6,1.8
MSP-IMPROV-S12H-M02-S-FM01,Hey Dawg do..,H,3.833333,3.333333,2.666667,2.5
MSP-IMPROV-S12H-M02-S-MF01,Oh really..,H,3.6,3.0,3.0,3.4
